st;course1_3;course1_4;course2_2;statement1;statement2;gender;profile;living
343671;5,5644189608821;5,9;3,76129794024213;6;3;1;2;0
343672;7,16958573810807;8;3,9239176981119;4;1;2;2;1
343673;2,59679949440096;5;8,71259830599376;5;1;1;1;0
343674;7,60145688771357;9,3;6,41557895476981;4;4;2;1;0
343675;8,74059198044093;6,5;2,74211114741409;3;3;2;1;0
343676;2,13375528611842;1;8,89255526092232;2;1;2;2;1
343677;2,87485360631987;2,5;7,41723141564651;7;3;2;1;1
343678;4,80252876480999;3,7;7,70053955641581;4;4;1;1;1
343679;1,62890613149473;5,4;7,77623368114817;4;4;1;2;1
343680;7,15375071279224;5,1;5,98690532529173;2;5;1;1;1
343681;3,92269996942097;6,2;4,73848233071697;7;3;1;1;1
343682;1,97862786511975;1,8;5,29258735031187;6;7;2;2;0
343683;7,25645710639321;6,9;5,99834835397954;5;3;2;3;1
343684;5,83420000754858;5,8;8,31845287248041;7;5;2;2;1
343685;4,95827651611157;3,3;1,98475235365077;4;5;1;1;1
343686;5,02528875110204;7,6;6,74013460685764;3;5;1;2;1
343687;4,97911450617455;4,8;6,66508207956625;23;4;1;1;1
343688;2,26388828153291;2,2;3,82754668824948;7;7;2;1;0
343689;6,20857576190652;4,5;9,40938673642712;4;1;1;2;1
343690;5,78195644302612;6,1;2,13264584009237;0;5;1;1;1
343691;3,20656228754909;6;5,88305277004451;1;5;1;3;1
343692;4,34748070746921;1,8;1,34842645553413;4;5;2;1;1
343693;4,5873891994758;6,3;4,74430358490028;2;7;1;1;1
343694;3,04145778680371;1;7,83688117561428;23;7;1;1;0
343695;5,21177033931425;7,3;8,00198677288641;4;6;1;3;1
343696;6,43777495800879;10;3,05010370560116;7;4;1;3;0
343697;6,36547181227357;7,8;4,25187410505813;1;6;2;2;1
343698;7,7161552201736;6,6;3,43168279707936;4;3;2;1;0
343699;2,54138258696534;2,1;2,99057361939598;5;6;1;1;1
343700;5,81773054567115;5,4;3,39142884307408;4;1;2;1;1
343701;5,16540596538659;3,4;2,6272786135832;1;3;2;2;1
343702;5,52953088888138;3,5;7,43348491112106;6;5;1;1;1
343703;2,06669043582363;1;7,58261727408989;6;1;2;2;0
343704;3,97847765365579;3,8;7,22472113795064;2;1;1;2;1
343705;3,36974698309293;3;4,59736920038361;2;3;2;1;0
343706;2,16293354669997;1;7,9801756575465;2;7;2;1;1
343707;4,04687600593785;6,5;3,1409725925216;6;1;2;2;1
343708;4,33654374622213;7,4;7,0394798537563;2;6;1;1;1
343709;1,97185932210787;2,7;7,7094044643407;55;7;1;1;0
343710;2,29109718628328;4,5;5,82829621179777;6;4;1;3;1
343711;2,93755248606287;3,2;5,620558336728;7;6;1;2;0
343712;4,06053659467249;2,1;1,00271149702126;2;6;1;2;1
343713;6,28151964628192;5,2;7,24478516812555;1;4;2;2;1
343714;2,53224591868113;3,9;3,84646139313753;2;4;2;3;0
343715;2,97150525844593;4,1;8,84445912505302;4;3;1;1;1
343716;4,08324934974002;3;4,21983171782048;5;7;2;2;1
343717;5,10112931577117;6,4;6,22254881014011;0;6;1;2;1
343718;4,12640098035814;5,5;3,87182562425881;2;4;2;1;0
343719;4,16129887156544;5,3;5,46039821381149;7;5;1;1;1
343720;6,86143718079501;6,8;5,57030746499506;2;1;2;1;1
343721;3,722422674553;5,6;4,17815270063854;2;6;1;2;0
343722;6,55331607947311;1,5;5,06097398870782;7;3;1;1;1
343723;7,46781470004569;6,9;4,77696820950424;7;7;2;1;0
343724;1,54850889812127;2,7;4,38841137921884;3;2;1;2;0
343725;2,8051845696214;3,2;4,674652615921;5;5;1;1;0
343726;5,88344221239066;8,9;1,07617701085023;4;6;1;2;1
343727;2,28773171391972;1,5;3,40979158978394;5;3;1;1;1
343728;7,30014506556059;8,3;6,31527606048033;3;7;1;1;1
343729;3,1157125080561;6,9;1,40536693564611;1;3;1;2;1
343730;3,66553922400549;5,8;5,30920280564974;2;3;1;2;1
343731;4,5634173973183;5,6;6,06762472957984;2;2;2;1;1
343732;2,53935253032252;6;3,88883296061741;2;2;1;2;1
343733;4,54710688198835;8,3;3,85909485753212;2;1;1;1;1
343734;1,60117148503548;4,4;6,39144086082008;3;5;1;2;1
343735;4,12873449759578;7,2;1,92555206743684;7;2;2;1;1
343736;5,12994303557512;5,1;4,56586494509304;3;4;1;2;0
343737;3,98369550823155;5,7;4,85342109363945;6;4;2;1;1
343738;4,09695856530847;3,5;9,18578047425644;1;3;2;3;0
343739;6,86489931187901;5,9;4,5362146204786;4;1;2;1;0
343740;5,68052750999752;4,9;5,64148138276064;4;4;1;4;1
343741;,218009804818748;2,7;5,09533072436765;7;5;2;2;0
343742;3,11099295563493;2,2;9,02438756970011;2;2;1;2;1
343743;7,7120642065475;3,1;7,29638523281969;1;5;2;3;1
343744;8,61821540818902;7,2;5,56305744315299;6;6;2;1;1
343745;,629017692269534;7,1;4,45300393721308;1;7;1;2;1
343746;1,07613485026315;1;5,94758794448383;4;2;1;1;1
343747;0;1;5,73898003757232;3;4;1;2;0
343748;5,45250093201798;3,5;6,28861560631605;2;7;1;3;1
343749;2,07034950943954;4,1;6,32234414323905;7;2;1;1;0
343750;4,56574681653958;5,1;3,41352391376619;1;5;1;2;0
343751;4,18649363388243;5;4,61519607052634;6;1;2;2;1
343752;7,99450102932045;8,1;4,21387699276208;5;3;1;2;1
343753;4,99921978655229;4,1;7,33256663439459;6;7;2;1;1
343754;4,44656980742731;3,4;8,26024307556257;3;1;1;2;1
343755;2,8887497659281;1,9;5,42140388776795;6;7;1;1;1
343756;3,71722695492478;1,2;7,1940046145644;1;6;2;1;1
343757;3,42585406371448;3,7;4,45367123178873;5;3;2;1;0
343758;1,27903792322523;1,5;3,96275334483249;1;1;1;1;0
343759;2,04213087099082;1;7,13710301684892;5;1;2;2;1
343760;4,11663837397203;5,3;4,63122279654836;5;7;2;2;1
343761;4,77475696982666;6,4;6,90070646435733;5;5;2;2;0
343762;3,72777623009653;3,3;1,57070369977513;2;4;2;1;1
343763;2,90897820152318;4,3;2,2226087640003;5;5;1;2;0
343764;3,66224175404683;6;7,2778900116527;5;5;1;1;0
343765;5,10104198880769;6,2;5,15024059352391;5;7;2;3;0
343766;4,18307365851154;5,3;3,08462135543689;5;2;2;2;1
343767;3,86407722658689;3,3;4,58661104355973;1;7;2;2;0
343768;3,87712994125003;4,6;4,35141682272026;12;1;2;1;1
343769;2,78239120027331;1,3;7,52470668270775;5;3;2;1;1
343770;8,02710371592238;5,6;,764030711158415;3;6;1;3;1
343771;6,79392454988226;7,6;4,47204475796467;1;5;1;1;0
343772;5,25174167151999;6,6;4,13454119552984;7;5;1;2;0
343773;3,47819958678097;4,2;4,17709873968562;3;1;2;2;1
343774;7,52882793918712;3,3;4,53283234197454;1;4;1;1;1
343775;1,4467663742769;1;1,07900331173161;3;7;1;2;1
343776;4,04993438730282;1,1;6,02802447654864;2;2;2;3;1
343777;8,61335397443499;6,1;5,47027341969232;7;6;1;2;1
343778;3,15388923150775;3,5;4,74676944231289;4;7;2;2;1
343779;3,89141722098711;2,6;6,42668853193998;6;2;2;1;1
343780;5,04951410531453;2,9;1,8333230323671;5;7;2;3;1
343781;4,14084930480136;4,1;3,23837922608207;1;6;1;1;0
343782;5,5378314836112;6;6,31907164273484;5;3;1;3;1
343783;4,03491666442565;2,6;3,60216155799683;4;1;2;2;0
343784;4,81386448882818;2,7;3,99376993092386;6;6;1;3;1
343785;2,73406346410788;1,3;4,40311814706795;2;6;2;1;0
343786;8,33879541704837;7,5;4,36986150549483;67;2;1;2;0
343787;3,37177133171252;3,4;3,51369122838525;2;3;2;1;1
343788;5,97662587503682;5,9;5,5890367300509;2;2;2;1;0
343789;2,71879692002594;4,2;3,53168231736953;4;6;2;2;0
343790;6,86683677364444;7,7;1,83204911383154;4;5;2;2;0
343791;6,15612564416196;4,7;7,56402719097137;6;1;1;1;1
343792;3,64082338294266;4;2,82114302100845;2;4;1;1;1
343793;4,95603056953337;1;6,81636395477868;2;6;1;1;1
343794;4,17230849340442;3;4,18891838220704;4;1;2;2;0
343795;0;1;7,03186706435706;7;2;2;2;1
343796;8,72650146000973;5,2;4,65101395769177;1;5;1;3;0
343797;,768766133276951;4,3;4,43207714369663;6;2;2;3;0
343798;5,1342249734864;8,4;8,5957907987082;5;7;2;1;0
343799;5,49356466260502;7,2;9,16126373820151;2;1;2;1;1
343800;3,49693905117977;6,2;6,61674176720093;3;5;1;1;1
343801;7,66799761970423;7,5;,987033063222709;7;7;2;1;0
343802;0;1;5,53877401567547;3;6;1;1;1
343803;6,64256336738622;8,7;4,0003475334446;1;5;1;1;1
343804;5,55612342068162;6,3;0;1;2;2;1;0
343805;1,94170919952796;1;4,36603415286696;2;3;2;1;1
343806;3,77310467444885;4,7;4,44911647079762;7;4;2;2;0
343807;2,45513573838228;2,9;6,38483509474618;2;4;1;1;0
343808;3,13745049970333;2,5;9,9;-1;5;2;1;0
343809;4,1839305235786;6,6;5,20403713357344;5;6;1;2;0
343810;2,37219813214525;1;4,13116610757749;3;6;1;2;1
343811;8,55821754037965;6;2,53660961959743;5;3;2;3;1
343812;2,01969987885519;1;7,35752141075488;4;6;2;1;0
343813;8,4736701366446;10;5,49929114866543;2;1;2;3;1
343814;7,05657546316204;9,1;5,93521260417534;3;2;1;1;0
343815;5,55973485657839;5,3;4,48912871913691;7;3;2;3;1
343816;2,83229063507169;4,2;5,85038575157733;4;3;2;3;1
343817;6,33689565402083;6,4;7,09546556560564;4;5;1;1;0
343818;3,62405022713335;4,3;7,10822292524924;6;6;2;1;0
343819;2,70699383157911;6,3;5,38237082308822;1;3;1;1;0
343820;4,36292265510341;1;5,5352576215913;6;7;2;4;1
343821;2,1334222823194;3,7;1,09694822545523;3;6;2;2;1
343822;1,12182060521136;1;4,7871397216203;0;2;1;1;0
343823;3,58317904658186;4;7,44199792464122;7;7;2;1;1
343824;5,56910688592497;5,8;3,23139514939904;1;6;1;2;1
343825;5,36272716159908;6;6,70356423825008;5;1;1;2;1
343826;0;1;7,80048670467868;1;1;1;1;0
343827;3,19578253897706;1;5,09205278937088;7;2;1;2;1
343828;2,7226858134905;1,4;0;5;7;2;3;0
343829;5,33476540926015;3,8;5,92093482835987;4;1;1;1;0
343830;3,03927028713001;4,9;1,98313886016098;3;3;2;1;0
343831;4,31061749466993;1,2;7,36022921752945;6;6;2;1;0
343832;8,29926268635004;10;6,73677290502709;4;4;1;3;1
343833;6,59592312068263;7,2;8,76137255282851;2;3;1;1;0
343834;4,71584429979553;3,7;6,61760350070032;7;2;2;1;0
343835;4,40700335856425;6,1;6,75576321412428;3;4;1;1;1
343836;5,075379075251;4,3;5,73026249311389;4;5;1;1;1
343837;8,56710040683493;9,3;3,36601207311598;4;6;1;1;1
343838;7,50817973972794;6,3;2,3525334512157;3;1;1;2;0
343839;6,03099115904089;7,2;5,0496094145231;3;1;1;1;1
343840;6,99559324383026;6,4;4,9513962943794;2;5;1;1;0
343841;4,85048902628964;3,6;7,40233560395307;7;6;2;1;1
343842;3,19818861593253;6,2;5,9703854985015;3;6;2;1;1
343843;,982813855751425;2,8;3,71973670668144;5;2;1;1;0
343845;5,03740587885777;3,2;7,67079674509968;3;4;1;1;0
343846;1,2117788146482;1,4;,171148228412302;1;4;2;1;1
343847;6,59395610948913;5;5,63125144149201;4;3;2;1;0
343848;6,17764296487516;8,1;8,75013706849365;5;7;2;1;0
343849;6,59321091700765;5,6;3,40578266855775;5;7;1;2;1
343850;4,88532257299908;5,6;4,44905872103854;3;5;2;2;1
343851;6,18806262998915;8,1;5,03149928260023;4;6;2;1;0
343852;7,40418076021554;2,7;1,91252580187257;5;4;1;3;0
343853;3,75717632870156;6,9;5,48351253905317;7;1;2;3;1
343854;4,6741074922997;6;8,21330285992336;2;5;2;2;0
343855;3,0377892480294;3,3;6,19882264175875;5;4;1;2;0
343856;6,06415056784845;2,5;5,34560720303299;6;3;1;3;0
343857;3,57703129575803;2,7;6,53425801524132;12;5;2;1;1
343858;7,45171040201295;6,9;8,04708272463675;7;6;2;4;1
343859;6,20517157389826;4,8;7,35531645736983;6;2;1;2;0
343860;5,15520630634181;8;7,70879043288348;2;7;2;1;0
343861;6,03927529665049;4,9;4,26514269941321;3;7;2;1;0
343862;4,6885422401703;5,5;4,36477942239182;4;6;1;1;0
343863;8,13597678360121;6,4;4,91605225977567;5;1;1;2;1
343864;2,92546683150853;1,1;4,60192258774392;6;7;1;1;0
343865;1,95168893625196;1;3,10170147568659;8;1;2;2;1
343866;5,59354161525948;3,5;4,3769592550347;4;4;1;2;0
343867;1,91028115150339;3,5;6,2252219393557;5;1;1;2;0
343868;5,82756344827432;5,4;4,03561962830087;3;7;1;2;0
343869;,541395486573953;1;4,36680547808809;6;2;2;1;0
343870;3,70819448421101;6,2;5,65407354415749;4;4;1;3;0
343871;5,91922904633836;3,7;3,54537134968492;3;7;2;1;0
343873;3,58259496761693;4,6;6,28088352628592;1;3;1;2;1
343874;3,02857720529977;1,6;2,16509945884969;1;5;1;2;0
343875;3,43784643285835;5,1;9,15597293475369;1;6;2;2;1
343876;2,37292972922071;2,9;6,53385236060081;5;6;1;1;0
343877;2,66762509213309;2,6;4,57263265820786;12;3;2;1;1
343878;6,52714533139952;9,4;6,41772479447404;4;4;1;2;0
343879;7,25084526073999;6,5;5,8310399402072;7;5;1;2;0
343880;5,08893593996374;6,7;4,54666369690765;3;3;2;2;1
343881;4,50229234188869;3;1,14056861543038;1;4;1;2;0
343882;5,72987246334697;4,2;9,75272975511144;5;1;1;2;1
343883;5,13765378351327;4,9;3,66857861169642;4;1;1;1;1
343884;1,42013345620236;1;5,69632743809063;7;4;2;1;1
343885;4,79450514763366;3,8;6,84435550735793;6;5;1;1;0
343886;2,73331330375028;7,2;5,62960835143742;7;4;2;2;1
343887;3,75632206134641;4;3,68551379189523;1;2;2;3;0
343888;6,32346246828013;4,2;3,55236079427524;1;4;1;1;1
343889;2,17430608958349;2,8;4,58019189101987;1;6;2;2;0
343890;,669033071070444;1;5,02289370392194;5;2;2;1;0
343891;6,62800162343346;6,9;3,6527139127562;1;6;2;1;0
343892;8,33958712696548;5,9;4,98969182525808;2;3;2;1;0
343893;5,28435651437323;2,4;3,80196629383531;2;1;2;2;1
343894;1,79936391431068;2,5;2,89765597527964;3;6;2;1;1
343895;2,44831921285383;2,8;4,11054083347682;2;6;1;1;1
343896;3,65053499766007;1,4;3,90024696966226;6;3;2;3;0
343897;1,39044100324441;2,6;3,5132320600886;6;5;2;1;0
343898;9,53651723187684;9,6;,167523130210395;1;7;2;4;0
343899;5,89305972519842;4,4;6,59059697618658;4;2;1;2;0
343900;1,85927780266694;1;6,79193663756282;3;6;2;2;1
343901;8,44886977613667;10;2,86174360559153;2;2;1;2;0
343902;4,34435087636875;6,3;2,26601027021237;1;7;2;1;1
343903;7,03185568785338;6,5;7,37596256967366;2;5;2;2;0
343904;4,17495317882381;3,7;6,92905021844737;4;1;2;2;1
343905;4,96775204272875;6;4,38955441709818;2;6;2;2;0
343906;4,16817899752841;8,2;5,08987646187454;2;4;2;2;1
343907;7,16455858483927;3,7;6,06363900705052;1;4;1;2;0
343908;1,59799870026017;2,2;4,88832564855989;3;2;1;3;1
343909;6,17950350877358;4,5;8,70617588604211;3;5;2;2;0
343910;5,96555519612199;6,5;7,75111134597055;6;4;2;1;0
343911;2,49872596348789;5,5;2,33363950812102;23;2;1;1;0
343912;4,75599924123759;2,1;5,15849843251211;7;6;2;1;0
343913;2,96424116673451;2,6;5,84497315209268;1;3;2;2;1
343914;4,24541978330093;3,5;4,91110714858521;5;7;1;1;0
343915;4,45001051357269;5,2;1,55511115052607;2;2;2;3;0
343916;9,75504177421955;10;6,98723355298392;5;7;2;1;0
343917;4,74374711187551;4,2;3,88771040112943;2;6;1;2;1
343918;5,02475671094566;6,1;2,05382030087525;5;4;1;1;1
343919;2,86261032875816;7,1;3,59238682215514;7;6;2;3;1
343920;6,99796992730436;7,5;2,14936098255187;3;7;2;2;1
343921;5,08114748386305;8,5;5,18760400301338;5;1;2;1;1
343922;6,33242597329245;8,2;4,58273243913035;5;7;1;1;0
343923;5,30157048557668;4,4;5,51935134641127;1;5;1;2;1
343924;2,08417360935446;1,6;3,34465509259127;6;1;1;1;0
343925;3,85022808086546;3,6;0;6;3;1;1;0
343926;6,120006310244;6,4;,63337311383539;6;3;1;1;0
343927;3,06529487779904;2,8;3,74224949106375;1;4;1;1;0
343928;6,2975182696044;7,5;5,69353864287823;5;1;1;2;1
343929;8,22730631412996;8;5,53466454805809;4;4;1;1;0
343930;5,05997093019188;8,1;6,1297205696683;2;2;1;3;1
343931;4,2078036264931;5,5;5,31850241927012;3;4;2;1;1
343932;4,18170770234564;3,9;4,1713547835057;7;4;1;1;1
343933;2,93233036689211;3,5;3,76007007609912;5;5;1;1;1
343934;3,50441965606682;5;2,78876349275795;6;2;1;2;0
343935;7,23596631667226;9,8;4,23177616933307;7;1;1;1;1
343936;6,41806713622245;5,3;8,46936034329934;2;2;1;1;1
343937;2,02272717955689;1,8;4,78395538321617;5;7;2;2;0
343938;5,06837740130062;8;5,82951040621803;1;2;1;1;0
343939;5,44767175045734;6,3;6,66789372817399;6;4;2;2;1
343940;4,40156308607279;3,5;6,47040847591998;5;2;2;3;0
343941;7,33997107448197;7,2;7,09247388340429;3;6;2;1;1
343943;3,45506586540781;7,5;6,40818810031331;2;2;1;1;1
343944;,101477083759203;1;5,31767651105852;6;4;1;1;1
343945;4,93752902394613;3,9;5,61100615904669;7;7;1;1;1
343946;1,46229688916167;1;3,96791375266824;4;1;1;1;0
343947;5,18042914836685;5,2;4,33070773282157;4;6;2;1;0
343948;4,56326682911152;2,5;4,60630618911774;1;6;1;2;0
343949;4,86282282491355;6,5;4,86769601040523;3;6;1;2;1
343950;3,92958191579414;3,6;4,99538634349205;2;6;1;1;0
343951;2,9899101751259;3,4;3,93159948690621;7;1;2;1;0
343952;5,12048095207139;3,5;2,65427689327313;2;3;1;1;0
343953;6,99704656477206;7,3;3,66064381099504;3;5;2;2;0
343954;3,44499186019552;1,8;6,1396088385262;6;4;1;1;0
343955;3,30913936755673;1,7;3,99866355703345;4;6;1;1;0
343956;,386254475835673;1;2,30683706711636;7;4;1;2;0
343957;7,5104436274094;8,8;1,76231771664277;1;2;1;2;1
343958;2,67912347665904;5,3;6,46487832252008;5;6;1;2;0
343959;7,66272506289968;5,3;4,73899399284743;4;6;2;2;0
343960;2,21959173476948;1,5;3,15943929369805;1;7;1;2;0
343961;6,60541873615074;6,3;5,84526581976582;1;4;2;2;1
343962;2,37500539528116;2,2;9,71801768748282;1;7;2;1;0
343963;4,54065538199101;4,7;5,30772403402774;4;5;2;1;0
343964;6,51754978363306;6,3;2,92831564175805;4;7;2;1;0
343965;4,93515915538091;8;7,92997645490607;3;4;1;1;0
343966;1,53275374459084;1;7,75825168179694;6;3;2;1;0
343967;6,6562168314074;6,1;6,08518473122776;2;2;2;1;1
343968;5,16649027830307;3,8;7,97330065287131;7;4;2;2;1
343969;3,23326917238035;5,1;3,9291531366605;2;1;1;1;1
343970;2,95862809413436;4,4;4,63761250897407;1;6;1;3;0
343971;5,41849944463397;3,8;3,45737589086616;7;3;2;1;1
343972;1,68371216050341;3,7;3,12852787193354;3;3;1;1;0
343973;4,41632823699151;7,9;4,01001577223652;7;4;1;1;1
343975;6,19825452917492;4,3;4,95855076362143;3;2;2;2;0
343976;5,34704551845236;4,7;9,14608958694497;3;3;1;1;1
343977;4,39371932374801;5,2;6,04869730844302;6;2;1;1;1
343978;8,3425303318993;5,2;5,0470107633706;5;7;1;1;1
343979;1,56628659314352;3,2;3,51345985281254;1;2;2;1;1
343980;3,32634692119436;2,8;2,12525977710884;2;3;1;2;0
343981;5,73352174340137;3,3;5,5378236755701;7;2;2;2;1
343982;2,24478548638994;1,8;2,72558490205733;7;4;2;1;1
343983;5,72085208401441;5,2;4,20265518868201;7;5;1;1;0
343984;6,11778883029575;8,7;1,14048317727552;3;7;1;1;1
343985;3,35544617294474;3,4;5,26641031105294;3;7;2;1;1
343986;2,93622517211316;4;6,65233829810776;4;3;2;3;1
343987;5,72825722482155;7,1;8,33380485939619;3;5;2;1;1
343988;2,2390792256223;1;5,23754517626903;4;1;2;2;1
343989;4,44362466880753;1,9;5,26042930674419;3;6;1;1;1
343990;2,55711159804705;3,6;6,54168479806048;23;7;2;2;0
343991;4,99608897529756;7,2;4,49953748174226;2;6;2;1;0
343992;2,30957822407425;1;5,87943508894537;6;3;2;2;0
343993;2,95448480835887;5,5;6,96273154805148;2;2;2;1;0
343994;4,51043214613499;4,5;3,84788132191715;5;6;1;1;1
343995;5,35270528846465;1,9;3,8428706286344;3;1;1;3;0
343996;5,66770342831425;6,6;3,62973241986056;6;6;1;3;1
343997;7,47379081967362;9,7;7,2808596924234;2;4;1;1;1
343998;4,19175847554926;3,4;4,52282239163891;4;1;1;2;1
343999;4,42205848348597;3,5;6,83220387409251;1;6;1;1;0
344000;8,66006620634558;9,8;6,82857908230054;5;3;1;1;1
344001;5,07708999428998;2,3;4,26378837256293;5;7;2;2;0
344003;1,94381438013473;1,7;2,23580912618675;3;2;2;2;1
344004;6,87630848607709;7,3;3,80323256024507;5;3;1;2;0
344005;2,21224684132453;3,1;5,96306478685039;8;3;1;2;1
344006;3,93381444215114;2,4;7,07321634889828;1;4;1;1;1
344007;3,82874274092895;5,8;2,54227433747563;5;5;1;1;1
344008;,842585036767218;1;,823696995547787;4;7;1;3;0
344009;4,6566134865343;1;5,34904022119757;1;6;1;1;1
344010;5,42771592163396;6,6;3,96849018302674;3;7;2;2;0
344011;6,80548154198653;7,2;6,33314790527873;1;1;2;1;1
344012;5,19653729334239;6,9;5,41660337651278;4;2;1;1;0
344013;4,2652676641465;3,6;4,38668177887311;4;7;2;1;1
344014;3,90179431706904;3,8;5,61787787255336;3;2;2;2;0
344015;6,1513513524151;10;2,63197685445698;7;6;2;1;1
344016;4,87830807891345;3,3;4,90531464767179;45;7;1;1;1
344017;4,40175102643167;5,9;5,97385580841611;1;4;1;2;0
344018;,822679846271882;1;5,69904154331269;2;7;1;2;1
344019;7,15549629685624;4,1;6,69500767764954;3;4;1;1;0
344020;6,9677970296203;9,8;4,12128908157542;1;5;2;1;1
344021;,682329102056265;1;6,39926690198081;4;5;1;2;0
344022;1,50503904944606;1,6;6,69482688904561;1;7;1;3;1
344023;8,60390336202859;8,5;7,56257998266147;3;5;2;2;1
344024;7,76950095484611;7,6;8,57008147072166;4;7;1;1;0
344025;5,06734514900271;2,5;7,05936899023667;3;6;1;2;1
344026;9,48994273870202;10;4,6515936688022;6;7;1;2;0
344027;7,22411065615369;8,4;8,78213078443959;1;5;1;2;1
344028;,51035524831709;1;2,99726762225582;2;3;1;1;1
344029;5,54514218912053;3;4,48353157385546;5;1;1;1;1
344030;3,62254075475315;3,3;5,07155197724447;2;1;2;2;0
344031;3,9989203922863;2,4;2,60702296498539;3;1;2;1;1
344032;7,06834515051087;4,3;7,72356135864161;2;1;1;1;1
344033;5,10444459343164;3,3;9,13830316160007;1;7;1;2;1
344034;6,45811223882926;9;2,45607344446698;1;4;1;1;0
344035;6,03662889075654;6,9;3,31267895101007;6;3;1;1;1
344036;7,49919127615637;6,6;5,10224474841415;5;5;1;1;1
344037;5,88683526313794;4,9;5,2446222277927;6;2;2;2;0
344038;4,1943744010287;2;5,89062265190242;7;2;2;3;0
344039;6,16768614672416;3,6;5,85909730804266;2;1;1;1;1
344041;3,72056124001935;1,6;5,79730537830966;5;4;1;2;0
344042;3,27359714839616;2,4;6,88390022755577;2;3;2;1;0
344043;4,15665768770167;3,8;5,94837433675752;5;1;2;1;0
344044;2,37730513432341;2;6,32889030514349;2;3;1;2;0
344045;5,09225896617002;2,4;8,72627394849855;1;3;2;1;1
344046;3,33760259842244;3,7;7,68387020458498;3;3;1;1;0
344047;3,73329940183575;4,6;4,28596926675964;6;6;1;1;1
344048;4,76263969836833;4,5;4,47811652351593;7;5;2;2;1
344049;8,61246035187229;10;4,56619289067393;7;5;2;4;0
344050;0;1;,816913925637121;4;3;1;1;0
344051;2,43687280916198;1,4;6,70829542665695;2;3;2;1;0
344052;4,98406855289504;5,1;7,96982668206837;7;1;2;2;1
344053;3,10229464885096;4,1;7,48788511957678;5;1;2;2;0
344054;5,33647601182312;8,2;5,14527323918473;5;2;1;1;1
344055;4,8914517212823;5,8;9,20620008748398;1;3;1;1;0
344056;6,63666945647298;4,8;6,55730151582097;5;1;2;1;1
344057;5,21569366750709;2,5;4,91272716344298;7;4;1;4;0
344058;3,99771641358814;5;6,57643933909775;7;3;2;1;0
344059;2,63140437770372;2,7;6,79054645208959;5;5;2;2;0
344060;4,12335954981417;3,4;2,72255756794756;6;3;1;3;1
344061;5,58736296502225;8,2;7,72901843509704;3;1;1;2;0
344062;4,34012193074376;2,8;2,87957351267479;7;3;1;2;0
344063;4,3743053432789;2,4;9,31939947435345;2;6;1;1;0
344064;4,57336692966314;2,2;,209590934215733;2;6;1;1;0
344065;5,5245404767279;7,7;5,26753779871098;1;5;2;3;1
344066;4,01039966938478;5;7,67316367297121;7;3;2;2;0
344067;4,04955240913529;4,6;8,45111369671762;3;6;1;3;0
344068;2,64797632030813;2,4;4,55624915556793;6;4;1;2;1
344069;7,18264380072599;10;0;5;1;1;3;1
344070;4,69624041913564;4,7;7,143816894498;6;5;1;1;1
344071;4,70149805376608;5,3;2,2002993400089;7;5;1;3;1
344072;4,20474254765373;3,1;4,12729361231998;4;5;2;3;0
344073;3,39789303818252;7,5;5,58513383318682;5;5;2;3;0
344074;5,84984063456838;8,7;4,85854914277804;5;7;2;1;1
344075;3,91503728901014;5,1;4,44288638199686;1;1;1;1;0
344076;8,02853177011431;10;3,9253433691634;3;6;1;1;1
344077;1,26683127772621;1,6;3,38602944961928;6;4;1;2;0
344078;0;1,9;3,92237833908664;2;1;1;3;0
344079;5,28879802606452;4,8;5,66918392545836;1;3;1;1;0
344080;2,82866044365049;3,9;5,91851701891975;1;2;2;1;0
344081;4,45562895109885;6,4;1,00536894428987;7;7;1;2;0
344082;6,14140192268373;5,2;2,50128729686088;3;2;2;1;0
344083;3,11081019993694;2;8,4907376915488;5;5;2;3;1
344084;4,73408868960427;3,6;5,59463432562737;1;6;1;2;1
344085;9,9;10;4,21979515608957;6;2;2;1;1
344086;4,28690134506293;3,6;3,02108384830997;5;3;1;1;1
344087;5,47239629722876;4,5;9,22760183816712;2;1;2;3;1
344088;4,34509528499278;7;5,13591206145176;5;2;1;1;0
344089;1,38871758432387;1;4,71133803422835;7;5;1;1;1
344090;2,45642940632409;5,4;3,01311514078448;2;4;1;1;0
344091;6,03736717500585;6,5;8,19580102872572;1;6;2;2;1
344092;4,57190194491604;1,9;5,51432678710787;4;6;1;2;1
344093;1,4344314857963;1,3;8,40838983701285;2;6;2;2;1
344094;,895176663553874;1,1;3,84706396594475;4;3;1;1;0
344095;6,92149788618545;8,1;5,11987121816235;4;4;2;1;0
344096;5,90929363621247;8,3;,447880680944088;5;7;2;1;1
344097;3,31629462744063;3,4;5,3702191368541;7;1;1;1;1
344098;5,98426708376081;3,5;3,59941677600461;6;1;2;1;0
344099;6,72281329633359;8,1;4,51648615824157;1;5;2;3;1
344100;4,93327839640413;4,2;7,92740100837442;4;1;2;1;1
344101;6,09415869756773;6,5;4,51847854305571;6;3;1;1;1
344102;2,58639087842176;3,5;4,05985144694741;1;6;2;3;0
344103;3,12261333203528;6,1;7,76740356018651;3;3;2;2;0
344104;5,10377608173357;2,4;5,03996924982977;7;7;2;2;0
344105;5,86487436111632;6,5;5,0314832588038;5;4;2;3;1
344106;1,64433570299612;3,4;4,10307528903;3;4;1;2;0
344107;5,91593392664913;7,4;6,18486973517598;4;7;2;1;0
