st;course1_1;course1_2;course1_3;course1_4;course1_5;course1_6;course1_7;livingparent
243946;8,3;2,6;7,1;8,3;9,83653901090888;3,22274107261207;7,66697075336506;0
244441;7,2;3,9;7,3;7,2;8,72174808723238;3,24190885287488;7,80996503481382;1
243764;0;3,9;6,3;0;,739706589253778;3,24477209565241;7,02070853262427;1
243478;8,8;4,3;3,8;8,8;9,91428142023773;3,24526473823868;4,55725798941954;0
243422;9,2;3,7;7,6;9,2;9,26461434875491;3,24710490660821;7,51564209255092;1
244726;5,3;3,3;4,8;5,3;4,81540064797301;3,25059195908939;4,77425529653091;1
244331;5,3;3,3;6,9;5,3;6,87059383698258;3,2517105546883;5,49589421831779;0
243312;5,6;5,9;6,7;5,6;3,45535507154999;3,26492427789884;5,9816778544496;1
244505;8,5;4,3;6,9;8,5;9,26190646545611;3,26817617116338;9,09799100384989;1
244243;6,3;4,1;3,4;6,3;6,06859647228066;3,26934270872245;3,13240528505901;0
243266;8,8;4,9;5,7;8,8;8,74333121182049;3,27115226690529;5,66603360674351;1
244297;9,5;4,7;1;9,5;9,92290277136128;3,27388064612199;0;1
244613;5;4,4;5,9;5;4,49572117609036;3,27722340138991;6,7998611480113;0
244709;7,3;4,5;3,2;7,3;9,92290277136128;3,27864646028061;2,74196891443033;0
243900;4,9;4,3;4,5;4,9;4,83912534493681;3,28115773679338;3,72027953583085;0
243649;9,6;2,8;1,8;9,6;9,92290277136128;3,28126460811294;2,14095628071795;0
243686;9,5;3,5;3,5;9,5;8,7767109459446;3,2868541596696;2,00637768776082;1
244477;3,9;3,9;5,7;3,9;4,24844389055321;3,28730823487979;5,30607222586133;1
243681;5,3;4,5;7,4;5,3;2,73361124553603;3,28743623153792;6,37105673445976;0
244430;10;3,4;7,6;10;8,92079061929997;3,29982739857049;8,01086591486471;0
244108;3,5;4,2;5,9;3,5;4,73884346951509;3,29993014502965;6,07188833962819;1
244146;4,3;4;4,9;4,3;4,7112775081098;3,31243352016313;3,72555580846052;1
244249;9,2;5,7;2,4;9,2;8,95377312116353;3,31985353854778;2,01991798744471;1
244622;8,2;5,3;3,4;8,2;7,50776807694785;3,32662804598858;3,37246676581589;1
243768;4,1;3,6;8,1;4,1;3,22751572030925;3,32710631519117;7,87173593564508;1
243345;8,1;2,5;5,3;8,1;6,24047857915859;3,33290842372269;4,45958836752413;0
243576;6,8;2,5;4,3;6,8;5,48291227717292;3,33648424472132;7,24203126303766;0
243967;7,8;3,9;6,6;7,8;7,77397795566052;3,33689226554426;7,53139373024294;1
243807;8,1;2,8;5,8;8,1;8,16402884654139;3,33820303444878;3,67755727890575;0
243792;6,1;4,1;7,9;6,1;6,65090918222472;3,33959367983109;7,00451037853871;1
243276;7,2;5,8;4,8;7,2;8,22514415812869;3,34055426061179;5,3675863791731;1
243950;7;2,7;2,9;7;6,45007980809583;3,34249860921008;2,04749047720453;1
244126;3,9;3,5;3,5;3,9;6,02039695082087;3,34280636647007;3,95355968858094;0
243587;2,5;5,3;4,2;2,5;2,59761568093248;3,34619617878924;3,14237570563052;1
244684;4;3,5;7,4;4;3,00972896933347;3,3488536562751;7,1514294152667;1
244609;5,8;4,1;8,9;5,8;6,83234933862443;3,35046361926788;9,08121386818546;1
243809;9,1;4,2;8;9,1;8,60644453823295;3,35281496970245;6,75023104623238;1
243758;4,4;3,7;6,2;4,4;5,40134054431889;3,36480713472203;5,54845740867141;1
244465;5,6;4,9;6,1;5,6;5,014801188746;3,37251252895231;5,65712407574992;1
243538;8,1;4,3;8,7;8,1;8,71980369600112;3,37407302882056;9,14473446909072;1
244604;8;4,1;3,8;8;6,82295027867969;3,37448336245963;3,27083939666253;1
244611;6,8;4,4;4,3;6,8;8,36379584677499;3,382246607933;5,68204601015039;0
244197;8,1;4;3,6;8,1;8,16481780580414;3,38470436882018;3,62925312697554;1
243270;10;4,6;5,4;10;8,42015252908435;3,39558621467662;5,48186787243736;0
243547;6,2;3,5;2,8;6,2;4,70524773286876;3,40135559564313;3,5200683044252;0
244716;4,9;2,1;5,3;4,9;5,21828684008468;3,40512371483434;5,80413465189927;0
243710;6,5;3,1;4,4;6,5;5,48540486230793;3,40519350929692;5,21226724919307;0
244645;7,7;4,3;4,5;7,7;6,37126239056493;3,40623894197683;3,47289000549797;0
243459;3,9;5;9;3,9;3,70750821262756;3,40691322789237;10,0012260346362;1
244440;2,2;3;5,8;2,2;1,94914121897344;3,41330723791308;6,43116110158254;0
243864;8,6;4,2;4;8,6;8,0098878847949;3,42669346514959;3,67365685846149;0
244489;9;4,3;2,4;9;8,96163309482886;3,43489404817369;2,43128735784249;1
243770;10;3,5;5,1;10;8,21276607833909;3,44166739662905;5,96172194324387;0
244201;8,5;3,6;3,9;8,5;9,92290277136128;3,4433812562365;5,4165429690599;1
243324;9,2;3,5;4,6;9,2;9,92290277136128;3,44671088411981;5,37742511757273;1
243780;5,8;5,5;3,5;5,8;5,13340374417801;3,45082994420963;2,4083802399726;1
243747;9,4;5,5;3,4;9,4;9,28868182536886;3,46035817972162;2,75851437991768;0
244064;9,5;3;5;9,5;8,67061481986306;3,46155884343777;5,32750100701543;0
244724;7;5,3;7,4;7;6,70459653481052;3,46587094677011;8,43323703077659;1
244220;3,3;4;7,9;3,3;2,95542658338988;3,46866163588736;7,52110049781991;1
243423;8,9;4,9;6,4;8,9;8,91050120303917;3,47153078887302;5,57419842937021;0
244306;4,7;4;4,3;4,7;5,11294566091327;3,47688101179468;4,89755369576231;1
244404;6,8;3,4;8,2;6,8;5,63319579023757;3,48835050634312;9,03149742815177;0
244043;7,6;2,2;6,1;7,6;7,08047378674733;3,49430749118463;5,08064933155628;1
243640;6;2,9;4,1;6;4,90876594477085;3,50091438364788;2,66240258593647;0
244396;5,5;5,1;5,9;5,5;5,55396225640016;3,50371980870486;7,17431126263135;0
244070;8;3;7,2;8;8,06033079720569;3,50685092396379;6,924950106086;1
243670;2,5;3,7;6,1;2,5;2,31021965024626;3,50752551328102;4,54871916144051;0
243916;8,6;4,4;6,3;8,6;9,92290277136128;3,51126254816003;6,25772349983989;0
244283;7,3;3,4;6,4;7,3;7,23623846005662;3,51583555833845;7,58187077528935;1
244100;9,4;3,8;5,3;9,4;9,49083400449629;3,52316195214348;4,62990826842445;1
243884;5,5;2,8;6,1;5,5;5,5861025459515;3,523331072997;6,60198249892417;0
243489;4,1;2,9;1,9;4,1;3,21970117479551;3,52475501541251;1,97376638713963;0
243540;9,5;4,2;3,7;9,5;9,04872948931095;3,52622710300701;2,85394468452964;0
244049;10;4;7,3;10;9,92290277136128;3,5418290753969;6,87932765396943;0
243972;6,4;4,7;5,8;6,4;6,26979110267056;3,54483986549392;6,02176792529893;0
244075;5,6;4;8,1;5,6;5,16798077881663;3,54647847828489;9,79628191021234;1
244536;7,5;4;5,6;7,5;9,02087315804835;3,55126672998921;5,45033850750793;1
243663;7,5;3,1;5,3;7,5;8,07190962988519;3,55740329822688;4,75164929134671;0
244044;10;4,6;6,6;10;9,92290277136128;3,55745676313201;6,74866552754811;1
244236;4,9;3,9;2,7;4,9;5,31579011932148;3,55854611547891;2,76840442267686;1
244725;7,9;3,4;5,5;7,9;9,92290277136128;3,5657736775669;5,69921102404314;1
243501;6;3,3;7;6;4,95631311839155;3,56670346667327;7,2980240477447;0
244058;8;4,5;3,9;8;6,45726770686552;3,56962924121212;4,03386639862789;0
244688;6,4;4,1;5,8;6,4;6,26093559953295;3,58025927530591;5,87489272119267;1
244008;7,3;4,2;2,4;7,3;6,20102590430302;3,58832811765723;2,98101004972987;0
244678;9,6;4,7;2,1;9,6;9,51288251710197;3,59049739398342;,813935338143793;1
244264;9,5;3,6;7,5;9,5;9,71672787867069;3,59070924513961;7,20823213632403;1
243494;5,8;3,3;6,8;5,8;6,46135510728737;3,60453069591302;6,67872057628254;0
243392;5,4;3,3;5,8;5,4;7,80246980225285;3,61734149792847;6,34692374304832;1
243990;7,8;3,4;7,7;7,8;8,55007597666145;3,62292200896573;7,18085591853599;0
243557;7,5;4,7;3,4;7,5;8,69371348985315;3,62323550519456;2,99628247650825;1
244026;8,8;4;5,9;8,8;7,74960946670801;3,63558439714083;5,04458152056189;1
243542;6,7;5,4;,2;6,7;6,71400046307738;3,64163441719796;,871848389535082;0
244457;4,9;4;4,2;4,9;3,91455764036642;3,64454740180177;4,9508050524257;1
244023;6,9;3,5;5,3;6,9;5,52394983572109;3,64557676921246;6,52356235930053;0
243838;6,2;4;6,6;6,2;5,75883848260775;3,64905394158673;5,7786518835456;1
243314;10;4,2;1,7;10;9,92290277136128;3,65083496950674;2,38382215779435;0
243307;7,6;3,9;2,2;7,6;4,41699033291585;3,65302374433738;2,37189357749793;0
243535;5,2;5,1;5,8;5,2;4,77689512886103;3,66060483647311;6,28715363124864;0
244039;6,4;4,6;6;6,4;7,30034333351378;3,66097203065366;4,91444890511504;1
243931;7,7;4,5;5,8;7,7;9,19933607948164;3,66804508501459;5,61102257731525;0
244343;7,2;5,9;6,3;7,2;7,2115311215045;3,66849899997124;5,40638248522519;0
244365;6,8;2,6;2,6;6,8;7,59870739382111;3,67146108857454;2,82645948794259;1
243691;7,1;4,2;5,6;7,1;6,80480703018718;3,68023404457317;6,41997021555995;1
243997;5,8;4,2;7;5,8;4,58772429151883;3,68410607415856;7,22077134134631;1
244517;7,2;3,8;7,9;7,2;4,3181207162927;3,68980388169621;7,2389662286601;1
243334;9,2;3,7;4,6;9,2;7,60529347630042;3,69286396722275;2,82205025735241;0
243504;10;4,4;5,6;10;9,92290277136128;3,69336255911299;6,48818361594934;1
244048;3,3;3,2;2,8;3,3;2,12092840735695;3,69575445877042;2,5079787910124;1
243774;5;2,9;3,9;5;4,07383078373733;3,69787227049223;2,71584233673411;0
244227;9,9;5;5,2;9,9;9,00884300477471;3,72343483369717;3,62535447653222;1
243932;5,2;3,9;4,2;5,2;3,69022434538154;3,72601264584396;3,64882834169743;1
243244;10;4,5;7,1;10;9,59769276629611;3,7442640041827;8,41777134572774;0
243700;3,7;3,8;7,3;3,7;2,22541065002585;3,74665382752129;6,46060284237386;0
244641;10;6,2;4,6;10;9,38790502968573;3,74723814244603;5,17184197087355;1
244132;4,5;2,7;5,5;4,5;4,51456180965041;3,75074978449309;6,91797272619094;1
243456;4,7;4,1;7,1;4,7;5,62391915342715;3,75701631802189;7,12435222256022;0
244144;5,5;3,6;5;5,5;4,98816291988812;3,76387139059029;5,62078683025679;1
244426;5;4,3;3,9;5;4,53757734221763;3,77525917968859;2,48791627832118;0
243847;5,3;4,8;5,8;5,3;5,50505668048645;3,77865196254461;7,69403520782484;0
244506;5,2;3,6;8,6;5,2;5,58440425067845;3,78833289273163;9,46395433328853;0
243714;4,8;3,9;5,6;4,8;6,11154692162361;3,78926455024774;6,53827769339692;1
243533;6,5;4,8;4,9;6,5;6,3479252980305;3,79408768879091;4,50219045737742;1
244543;1,9;3,3;4,3;1,9;2,20632369544952;3,79587256946353;4,50996013214778;1
244493;7,5;3,8;6,9;7,5;5,51789731173512;3,79835008712507;6,21079293042574;1
244719;7,8;4,6;3,7;7,8;9,92290277136128;3,80253943614093;3,76444032514977;1
243259;10;2,6;6,3;10;9,64324711415048;3,80779550945043;6,21725897345607;1
243616;7,3;4,4;6,9;7,3;6,77837883183892;3,81093419362201;6,40384188282098;1
244348;3,9;4,9;3,4;3,9;4,54427857124902;3,81607896535692;3,10238901381546;0
243323;8,5;3;9;8,5;8,75925690628643;3,81623372399479;10,0012260346362;1
243941;6,1;3,9;5,7;6,1;6,976425323295;3,82083137038281;4,88068545421972;0
244027;4,5;4,9;4,5;4,5;2,92184700797297;3,82298106964361;5,27892125388553;1
244245;7,7;3,5;6,4;7,7;6,27397117373882;3,82963500017974;5,28327967988352;1
244061;8,5;2,9;3,7;8,5;7,75643984254911;3,83044949505895;4,25461152584584;1
243469;10;4,5;7;10;9,92290277136128;3,83393372353441;6,23158778337846;1
243626;6,8;3,6;4,6;6,8;5,06053318172321;3,84573646335081;4,06032509957018;0
243867;7,9;3,6;5,7;7,9;7,18777894669493;3,85383571478046;6,24068361861741;0
244644;4,6;3,8;4,4;4,6;5,46876072584451;3,85890791117264;5,54239516777482;1
243467;7,1;3,2;4,7;7,1;8,28570493276327;3,86288821945724;4,74567550162423;0
243330;3,9;4,5;4,8;3,9;3,73237550539312;3,86388574989083;4,12628330270329;1
244524;7,8;4,6;4,7;7,8;7,06893533492438;3,86489357938316;4,85181356620095;1
243239;8,6;3,2;4,5;8,6;8,53769888803256;3,8738269008355;4,63713120430063;0
244429;3,5;3,4;5,1;3,5;3,5952752458402;3,87611474938746;5,6069073937114;1
244256;5,2;4,5;7,8;5,2;3,97256994708105;3,87859187064893;7,58732609105978;0
244439;6,4;4,4;5,4;6,4;7,63598066684687;3,88007645813575;5,11686513799687;1
244189;5,3;3,1;7,2;5,3;6,03865592028085;3,88180997254492;7,09140812305843;0
243377;10;4,2;6,8;10;9,92290277136128;3,88243903267535;5,12252088013458;0
243439;7,3;4,3;6,1;7,3;6,59123155917337;3,88714871715881;5,69201283155591;1
244597;3,3;4,8;6,1;3,3;3,92784383372108;3,90193464566317;5,8897212820952;0
243491;5,6;4;7,3;5,6;4,69333170097071;3,90491796685824;8,50540979056838;0
244473;10;3,5;7,2;10;9,92290277136128;3,90894514819483;6,63718041223611;0
243725;6,7;5,1;5,4;6,7;7,69237655938824;3,90991310429047;4,85434774933538;0
244542;2,8;3,8;8,2;2,8;3,41589779188693;3,91073864021241;8,88498184956104;1
244125;9,5;3,6;6,8;9,5;9,27396379139716;3,91075202594066;5,39221612026769;1
243850;10;4,5;7,1;10;6,74009178094271;3,91541474743776;8,07268598158861;1
244323;8,4;2,6;3,8;8,4;8,55342219525846;3,91641263790996;4,90217401771547;0
244084;6,2;4,4;5,8;6,2;5,12832772722727;3,91851897643149;7,76012194535536;1
244103;7,2;5,1;2,7;7,2;7,76425893276779;3,91990629076914;2,85458118014181;0
244713;3,4;5,2;8,5;3,4;2,11526922690865;3,92356395022733;9,61869784586375;1
243813;6,6;4,4;5,3;6,6;6,96804469094596;3,92474881839912;5,25190224577202;0
243957;6,9;4,5;2,6;6,9;6,50393655155763;3,92550919401279;1,75934805859586;1
243753;8,4;3,9;5,6;8,4;8,36362580940007;3,92912305349207;5,87794747266879;0
244340;6,9;4,5;5,2;6,9;5,61993122604183;3,9298844501959;4,55012968245386;0
244557;5;5,7;1,3;5;4,99338081353747;3,93482576785278;2,16638192189356;1
243421;7,9;3,7;3,7;7,9;8,18687832655278;3,9392731172605;4,07891447699996;1
243543;10;3,9;3,9;10;7,98052551456046;3,97280644832268;4,15974109170799;0
243251;5,7;4,3;7,5;5,7;7,82913324673383;3,97891659729522;6,58210714951359;1
244666;9,3;4,3;3;9,3;8,99404533247856;3,98522231022874;3,71496632011985;1
244532;10;2,7;3,8;10;9,92290277136128;3,98766130944205;3,16401945752461;0
244654;7,6;3,2;7,3;7,6;7,54604275610262;3,99214078565544;6,47963173699162;0
243668;7,4;5,6;5,9;7,4;7,23613229494333;3,99355652953184;5,5041003328181;1
243298;5,6;4,3;6,6;5,6;5,22657933268872;3,99405203074776;7,45402287777246;0
243740;6,5;3,6;4,4;6,5;5,92565247048712;3,99674674131877;3,96437857831453;0
244400;6;3,7;6;6;6,37486227744192;3,99706189709851;6,08938023798871;0
244184;7,4;3,3;2,9;7,4;7,44383380859382;3,99738605079826;2,58690865390941;0
243795;4,1;4,4;5,2;4,1;4,36991345297947;4,01055339982062;6,41485423333155;0
244142;6,8;3,6;6,8;6,8;6,59068136104139;4,01289052811105;7,56682269676076;1
244145;10;3,2;8;10;9,92290277136128;4,01521330778473;10,0012260346362;0
244342;6,7;5,1;3,6;6,7;5,45120186763434;4,01975224831857;2,99347035287075;0
243762;7,9;5,4;8,1;7,9;6,99978300762255;4,02207224112375;7,49920298152809;0
243579;6,2;5,4;4,5;6,2;7,88216525592892;4,0228249253244;3,68850800162656;1
243380;10;4,5;6,4;10;9,92290277136128;4,02420646625655;7,38587686822893;0
243815;7,8;5,1;4,5;7,8;7,7216935299575;4,02496927320978;4,3706341411816;0
243920;9,4;3,6;6,9;9,4;9,65060475021714;4,02520025414547;7,73018724384156;1
244496;4,7;4,4;3;4,7;5,83071141333696;4,02764867026046;2,37762415329971;1
244434;7,9;4,3;8,6;7,9;7,42479509253303;4,02827286519335;8,78571016231957;0
243659;5,9;4,1;5,4;5,9;5,69904781096125;4,02876623041355;3,00788271170734;0
244268;9,9;5;5,5;9,9;9,92290277136128;4,02964335561453;4,8750690985456;0
244497;2,5;4,1;4,4;2,5;3,41835117797019;4,03325585295875;5,36750187495459;1
244127;4,7;5,3;4,2;4,7;4,83625798555718;4,03383313393205;5,90070888825481;0
243521;8,2;3,8;4,6;8,2;9,34360358749998;4,03608609624667;2,18013042069425;0
244209;6,1;4,4;1,2;6,1;6,05589416641141;4,04089235911887;1,71051007431439;1
244427;8,2;4,5;3;8,2;7,22459121618725;4,04216933754916;3,94340216653871;0
244185;4;3,8;3,7;4;4,26653305384431;4,04290803865754;5,54133003473956;0
243718;2,6;3;7,1;2,6;3,79455203728278;4,04902227127386;8,42940406171981;1
244449;6,1;4,4;1,9;6,1;5,34602301468497;4,05879685679119;1,52124652497747;0
244637;6,6;3,5;2,5;6,6;6,04453783858943;4,06117588535528;3,89349430344595;1
243454;5,8;5,9;5,6;5,8;6,20738927390651;4,06154153464305;5,53733943823137;1
244693;6,2;3,9;6,4;6,2;6,07325809514785;4,06560816597107;6,90689284031955;1
243563;7,7;4,9;1,4;7,7;8,48775253473965;4,06579421066728;,248547377006747;0
244715;2,9;4,6;5,1;2,9;3,16908272068092;4,06825539187141;4,55090520247355;1
244024;5,9;2,9;4,9;5,9;6,30572668989975;4,06829675226575;4,40939724173324;0
243445;8,9;4,5;7,6;8,9;8,36046283143805;4,09295803030557;8,61319602849204;0
244339;5,1;7,4;4,4;5,1;4,59574896742714;4,0936879275687;4,16735395135969;0
243254;5,3;5,7;4,2;5,3;4,87783056539577;4,09391034143213;4,19854960328726;0
243634;10;5;4,3;10;9,66452899367387;4,0944219933853;5,64272006066641;0
243286;6,6;4,2;6,4;6,6;5,04077143511325;4,09873927338098;6,74255260359183;0
243339;8,4;4,5;7,1;8,4;7,71994122132665;4,10181524054872;5,73138768405417;0
244384;8,4;5,2;5,4;8,4;8,67830250481708;4,10450797699242;5,89365470943662;1
243923;7,9;3,7;4,2;7,9;6,66948528637914;4,10738716091585;5,44515276993728;0
243839;7,9;4,5;6,4;7,9;9,92290277136128;4,11018592144604;6,15345400058727;0
244389;4,3;5,7;5,9;4,3;4,40256198917;4,11305284904924;3,96329266947709;1
243343;7,5;5,1;3,4;7,5;5,39280542317287;4,1215915485008;1,62649094191846;0
244414;7,6;4,2;7,5;7,6;8,90147603383306;4,12825671248782;7,72727196272094;1
243976;10;4,1;1,9;10;9,92290277136128;4,13085761835002;2,78680682298752;0
244202;10;6;4,9;10;9,40089408964768;4,14135526208095;6,99028845488893;0
243999;4;5,3;6,9;4;4,21354836610893;4,14999089113569;6,83668082238798;1
243484;10;5,1;6,9;10;9,92290277136128;4,15246155119016;5,24033352324977;0
243350;5,3;4,1;6,4;5,3;3,93103315862933;4,16208611019197;5,83471690533125;0
244117;3;5,9;8,4;3;3,85542047796299;4,16496870843153;7,87068694804377;1
243396;8,4;3,4;5,2;8,4;8,31264235488643;4,16872545881339;5,53949593600247;1
243870;4,1;5,1;7;4,1;3,69489972977624;4,17248328852883;8,37750486569461;1
243966;7,9;4,4;7,2;7,9;9,27870402325823;4,17290457953041;6,86421379066827;1
244682;10;3,9;4,2;10;9,92290277136128;4,17417847562544;3,4129499692175;0
243506;7,8;4,3;4,1;7,8;6,44785727295901;4,17671485200825;3,13583974992071;1
243874;8;4,8;2,9;8;7,82112376088576;4,18440352252588;2,17497927724789;1
243711;8,5;4,2;3,7;8,5;8,3371352237379;4,19739306890502;4,67935092432639;0
244133;8,3;5,3;2,1;8,3;7,17156495159012;4,20475117995273;2,60475559895295;0
244650;4,2;4;2,6;4,2;5,9794474106668;4,20575428860936;2,44286923769753;1
244218;9,1;4,8;8,8;9,1;7,44844087987206;4,21148705825878;10,0012260346362;0
243696;8;4,8;5,8;8;8,46836031783448;4,21781190562496;5,94890743688963;0
244442;8,1;3,6;3,9;8,1;7,10993615397174;4,21950253296498;2,63524637438985;1
244124;8,1;3,9;4,8;8,1;9,27079905914201;4,22281886572774;3,30740088127666;1
244111;6,5;6,8;5,4;6,5;6,34076827472808;4,23269853922825;4,94032065293954;1
243471;8,7;3,6;4,1;8,7;9,92290277136128;4,23865790687862;5,55981087051781;1
243622;4,4;3,7;4,8;4,4;5,47761849715583;4,24120437249766;3,78079145442561;1
243308;9,1;3,5;3,1;9,1;9,30524681114848;4,24191838878598;2,90436010054621;1
243796;6,1;4,2;3;6,1;5,33433328217254;4,24421241959453;3,92560722083082;0
243275;10;5;9,8;10;9,81894141242859;4,25334357584797;10,0012260346362;1
244504;8,3;7,1;2,6;8,3;8,45141093304777;4,26215428961881;2,88171457126439;1
243574;7,7;4,1;3,6;7,7;9,2850073699641;4,26546260560312;4,25905629854702;0
244387;5,6;4,7;7,1;5,6;4,19804675322336;4,26831352918178;6,96963114229355;1
244052;3,3;4,3;5,4;3,3;2,97701126957383;4,27081519019395;5,79318476012971;1
243331;6,7;4,2;5,7;6,7;6,67173188237981;4,27810864224684;3,83273548352464;1
244031;7,9;4,7;,3;7,9;8,81216217872486;4,28588626339987;1,18248826596945;0
244691;7,5;5,4;5,2;7,5;6,75411747835931;4,28895416339827;7,45985557548068;1
243442;6,6;4,8;7,7;6,6;7,57593794433894;4,2911839091848;7,35624840695413;1
244139;7,5;4,9;9,4;7,5;5,55150132344106;4,29226949326301;10,0012260346362;0
243387;2,9;5,2;7,6;2,9;1,9666930515854;4,29416551487562;8,40447738605349;1
243858;3,7;3,9;3,7;3,7;4,36237880424935;4,29424971940227;4,83990233408932;0
244074;8;5,6;6,7;8;7,00941634361808;4,29570816906309;7,53155348339894;1
243340;9,3;3,8;4;9,3;7,55459768117231;4,29909352500796;5,05537214777137;0
244690;5,9;3,6;3,6;5,9;3,85355389472648;4,31663311260379;4,2656456904651;1
244616;9,4;4,1;4,5;9,4;9,11895826579616;4,31908805166399;4,75541499368321;0
243645;7,3;3,4;8,1;7,3;7,17415310231999;4,3208283947048;8,92773678608984;1
244021;7,4;5,3;5,1;7,4;7,9455498850404;4,33771966840324;3,46745098017312;1
243954;6,6;3,1;3,8;6,6;7,35080427556433;4,34008532363088;4,41265548141077;0
244322;7,7;6,1;7,6;7,7;7,76982383461247;4,342037553855;6,39678749274595;1
244298;8,5;3,7;4;8,5;8,51151488107503;4,34289729817004;1,94622730215719;1
244621;4,7;5,2;3,2;4,7;6,02700318264251;4,35536868339981;2,32952084195206;0
244435;4,6;5,7;4,6;4,6;5,22051124645976;4,35757356531782;4,6777362427155;0
243598;8,8;5;5,4;8,8;8,26923631557539;4,36336095513017;7,85383649361833;1
243382;8,1;5,1;5,9;8,1;7,46943593131102;4,36799255668937;5,42949283657302;0
244623;7,9;5,2;4,6;7,9;5,90298856997572;4,37742210552482;5,21559380154832;1
243409;8,1;4,1;4,7;8,1;8,82224705315905;4,38085042461429;4,47597462344592;0
243947;5,9;3,2;3,2;5,9;4,01961388957299;4,38564389865003;2,35063370478566;1
243517;5,2;3,7;4,9;5,2;6,32780643757293;4,38646012841367;4,84766470484839;0
243982;5,6;5;4,9;5,6;4,32730663989286;4,38734918769874;4,55370025706829;1
243338;7,4;5,1;6,7;7,4;8,6766252115856;4,3915487726285;7,53871642143912;1
244629;8,9;4,2;4,2;8,9;8,52616218949915;4,39419889721439;4,69141464421695;0
244631;5,8;4,1;6,2;5,8;5,06606428368583;4,3960843474986;6,32156352916717;1
243580;6,1;4,8;3,9;6,1;7,97881627174276;4,40043726486799;2,88369660691769;0
243629;5,9;4,3;6;5,9;5,41281700688882;4,40440581262465;7,1914185719743;0
243829;5,3;4,7;2,8;5,3;6,77949235624273;4,40733704249867;1,58367247363831;0
243803;6,6;4,5;6,3;6,6;9,17992453497246;4,41065765876806;5,95598127844195;0
244053;10;5,6;,6;10;9,92290277136128;4,41213787972877;,144240466956791;1
243833;7,1;5,2;6,8;7,1;7,88716362529908;4,41481156011522;5,08855196728655;0
244703;6,4;3,6;8,2;6,4;5,81189719322282;4,41800376701439;10,0012260346362;0
243346;5,5;4,7;5,3;5,5;5,61523392572279;4,41949987783208;6,02570685624225;1
244183;9,9;4;1,8;9,9;9,92290277136128;4,42145985837866;0;1
243295;5,9;4,7;6,7;5,9;4,68612155721772;4,424456018378;5,0176558240122;1
243253;7,4;6,5;3,5;7,4;7,50234623591338;4,42583374496347;2,40738886048164;0
243374;4,7;4,2;7,4;4,7;4,92164999800394;4,42610818996682;7,06744210795204;0
244296;7,7;4,6;6;7,7;9,10318311947849;4,43181032453875;5,52069019904805;1
243674;4,1;4,2;10;4,1;4,46819453562309;4,43616403092448;10,0012260346362;0
243582;6,1;4,5;6,7;6,1;5,98063794338468;4,44563068405985;5,91475489035202;0
243877;5,1;5;5,5;5,1;5,17608257660317;4,45242084659875;8,25867168425826;1
243666;6;3,8;4,8;6;5,65431695319202;4,45652657963211;5,79912745870715;1
244273;5,3;5,5;5,7;5,3;6,03374808089536;4,45768830003359;8,28673217186342;1
244687;7,4;5,3;4,6;7,4;6,56705384890132;4,46332294196305;4,33134214885069;1
243917;4,2;3,7;2,4;4,2;5,00424039453369;4,47312560567934;1,07159304043458;1
243678;7,5;3,7;4,8;7,5;7,72389867522628;4,47898022085363;4,5809488748859;1
243930;4,5;3,7;5,6;4,5;3,6135465201459;4,48324940282027;5,86197701260341;1
243354;9,1;4,9;6,7;9,1;8,54552906136255;4,49395264835269;6,11129376684839;1
243296;5,6;5,3;3,3;5,6;6,16997089108957;4,49434299556837;4,14929677045977;0
244708;9,2;2,5;6,4;9,2;9,92290277136128;4,49626631142727;5,31624627071152;1
244056;8,3;4,9;5,8;8,3;7,95970555050556;4,49792669615474;6,08537568540287;1
244554;10;5,4;1,6;10;8,87112537987583;4,51034940341237;1,11315728431076;0
244164;6,5;3,7;4,1;6,5;8,48717859346148;4,5106259292848;3,65596574099657;0
244367;5,6;4,5;7,6;5,6;6,23190539719907;4,52872900566128;7,96187925379129;0
244212;6,2;3,1;6,4;6,2;5,30894932155615;4,53203297072853;7,04913110165237;1
244055;7,8;5;1;7,8;7,72876128924658;4,5320434123885;,138488933598087;1
243419;9,8;3,7;7,3;9,8;8,01047261391121;4,53252102404897;8,58068413443655;1
244617;8,9;5,3;10;8,9;9,94944967354099;4,55190916028602;9,65094199199991;1
244305;7,6;5,1;8;7,6;7,0253662676018;4,55340077347328;6,42422990955766;0
243937;8;6,9;5,3;8;8,1301737905414;4,55891938946095;5,21947349937047;0
243560;9;6,3;2,2;9;8,29752410910761;4,55898570827001;2,05167414913988;0
243267;10;4,3;5,4;10;9,92290277136128;4,56160245588097;6,90095238362758;0
243980;9,2;4,9;5,5;9,2;9,76642855781327;4,56210619149302;6,360429500739;0
243826;4,1;5,5;4,1;4,1;3,63332477691177;4,57227512367858;5,81423866002382;0
243944;2,4;5,5;4,4;2,4;1,04098828629225;4,5745486032498;4,25546054891994;1
244247;4,4;4,4;4,4;4,4;5,33349451654207;4,57600971694255;4,06968635409477;0
243984;7,9;5,1;3,1;7,9;9,12377418408054;4,57617978944509;1,22674079925715;1
244312;6,3;4;4,8;6,3;7,54387563097648;4,57978023171752;4,57152212285995;0
244392;3,9;4;6,3;3,9;4,10372057458641;4,58301730768784;5,52772073822893;0
243653;5,9;5,4;8,2;5,9;5,88808354068349;4,59733813885192;6,43314069257017;0
